entity,annee,pub_count_publications,pub_sum_Impact_factor,pub_count_Author,pub_sum_author,pub_count_First_Author,pub_sum_first_author,pub_count_Last_Author,pub_sum_last_author,guid_count_publications,guid_sum_Impact_factor,guid_count_Author,guid_sum_author,guid_count_First_Author,guid_sum_first_author,guid_count_Last_Author,guid_sum_last_author,nombre_session_congress,cong_count_chair,cong_count_poster,cong_count_speaker,count_collab_distinct,count_collab,sum_score_collab,pub_count_publications_a-1,pub_sum_Impact_factor_a-1,pub_count_Author_a-1,pub_sum_author_a-1,pub_count_First_Author_a-1,pub_sum_first_author_a-1,pub_count_Last_Author_a-1,pub_sum_last_author_a-1,guid_count_publications_a-1,guid_sum_Impact_factor_a-1,guid_count_Author_a-1,guid_sum_author_a-1,guid_count_First_Author_a-1,guid_sum_first_author_a-1,guid_count_Last_Author_a-1,guid_sum_last_author_a-1,nombre_session_congress_a-1,cong_count_chair_a-1,cong_count_poster_a-1,cong_count_speaker_a-1,count_collab_distinct_a-1,count_collab_a-1,sum_score_collab_a-1,pub_count_publications_a-2,pub_sum_Impact_factor_a-2,pub_count_Author_a-2,pub_sum_author_a-2,pub_count_First_Author_a-2,pub_sum_first_author_a-2,pub_count_Last_Author_a-2,pub_sum_last_author_a-2,guid_count_publications_a-2,guid_sum_Impact_factor_a-2,guid_count_Author_a-2,guid_sum_author_a-2,guid_count_First_Author_a-2,guid_sum_first_author_a-2,guid_count_Last_Author_a-2,guid_sum_last_author_a-2,nombre_session_congress_a-2,cong_count_chair_a-2,cong_count_poster_a-2,cong_count_speaker_a-2,count_collab_distinct_a-2,count_collab_a-2,sum_score_collab_a-2,ranking
Chiara Riganti,2023-01-01,2,16.8,1,6.8,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0.745380616254783,4,21.6,3,10.2,0,0,1,11.4,0,0,0,0,0,0,0,0,0,0,0,0,12,17,1.11260087934556,1,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.244272000449706,3314
Chiara Riganti,2024-01-01,4,32,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,10,25,1.02333645634671,2,16.8,1,6.8,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0.745380616254783,4,21.6,3,10.2,0,0,1,11.4,0,0,0,0,0,0,0,0,0,0,0,0,12,17,1.11260087934556,4119
Chiara Riganti,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,10,25,1.02333645634671,2,16.8,1,6.8,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0.745380616254783,4334
Chie Mori,2023-01-01,3,8.5,3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0.430928378785021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12018
Chie Mori,2024-01-01,1,2.5,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.134059621633711,3,8.5,3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0.430928378785021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12947
Chie Mori,2025-01-01,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.157965589743951,1,2.5,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.134059621633711,3,8.5,3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0.430928378785021,13041
Chieh Lung Chen,2023-01-01,3,8,2,4.6,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,1.19196316379876,2,5.7,1,2.3,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0.638527480168206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8735
Chieh Lung Chen,2024-01-01,1,2.9,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.319668956196005,3,8,2,4.6,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,1.19196316379876,2,5.7,1,2.3,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0.638527480168206,10436
Chieh Lung Chen,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.319668956196005,3,8,2,4.6,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,1.19196316379876,10904
Chieko Takumi,2023-01-01,2,7.7,2,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,2.02045244057617,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,2.00107131188085,4,16.3,4,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,69,17.368883151384,6821
Chieko Takumi,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.7,2,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,2.02045244057617,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,2.00107131188085,7354
Chieko Takumi,2025-01-01,1,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.9181345297271e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.7,2,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,2.02045244057617,7053
Chien Chih Chiu,2023-01-01,1,5.3,0,0,0,0,1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12018
Chien Chih Chiu,2024-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,0,0,0,0,1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10436
Chien Chih Chiu,2025-01-01,2,8.2,1,5.3,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,0,0,0,0,1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10904
Chien Chung Lin,2023-01-01,7,19.4,5,13.6,0,0,2,5.8,0,0,0,0,0,0,0,0,0,0,0,0,31,52,3.1828973175447,6,14.8,5,11.3,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,11,25,1.59701717264499,5,13.2,4,10.9,0,0,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,12,22,4.70744457641667,729
Chien Chung Lin,2024-01-01,2,13.4,2,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.757945273488562,7,19.4,5,13.6,0,0,2,5.8,0,0,0,0,0,0,0,0,0,0,0,0,31,52,3.1828973175447,6,14.8,5,11.3,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,11,25,1.59701717264499,715
Chien Chung Lin,2025-01-01,6,14.3,6,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,173,10.9356183177536,2,13.4,2,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.757945273488562,7,19.4,5,13.6,0,0,2,5.8,0,0,0,0,0,0,0,0,0,0,0,0,31,52,3.1828973175447,637
Chien Hao Lai,2023-01-01,2,4.6,2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0.508485542240282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.7,3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,2.80193428517125,11105
Chien Hao Lai,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.6,2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0.508485542240282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12581
Chien Hao Lai,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.6,2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0.508485542240282,8655
Chien Sheng Huang,2023-01-01,1,2.3,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.483261037124949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.7,2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1.38280594783059,11105
Chien Sheng Huang,2024-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.100892683114222,1,2.3,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.483261037124949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11626
Chien Sheng Huang,2025-01-01,1,3.1,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8.65460292835375e-02,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.100892683114222,1,2.3,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.483261037124949,10904
Chien Yi Liao,2023-01-01,4,13.6,4,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,1.35868942082384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1.13055402847337,8735
Chien Yi Liao,2024-01-01,1,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.103600498177236,4,13.6,4,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,1.35868942082384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11626
Chien Yi Liao,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.103600498177236,4,13.6,4,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,1.35868942082384,12064
Chien Ying Liu,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.1,3,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1.09095856263637,2,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,4.24213275322337,11105
Chien Ying Liu,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.1,3,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1.09095856263637,12581
Chien Ying Liu,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12858
Chien Yu Lin,2023-01-01,4,13.2,2,7.3,2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,2.03118104502457,1,3.5,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.266967782744997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6102
Chien Yu Lin,2024-01-01,1,10.5,0,0,1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1401433481865,4,13.2,2,7.3,2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,2.03118104502457,1,3.5,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.266967782744997,4735
Chien Yu Lin,2025-01-01,4,4.6,3,4.5,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,1.39043936344103,1,10.5,0,0,1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1401433481865,4,13.2,2,7.3,2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,2.03118104502457,5011
Chih Bin Lin,2023-01-01,1,4.9,1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.69534320068551e-02,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4.34704339115903e-02,2,7.7,2,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2.68984197598516,2405
Chih Bin Lin,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9,1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.69534320068551e-02,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4.34704339115903e-02,2367
Chih Bin Lin,2025-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.34263227140371e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9,1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.69534320068551e-02,2105
Chih Feng Chian,2023-01-01,1,3.8,0,0,0,0,1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.27851223154505e-02,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.109890669484595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11105
Chih Feng Chian,2024-01-01,2,6.7,2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0.973563272552924,1,3.8,0,0,0,0,1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.27851223154505e-02,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.109890669484595,11626
Chih Feng Chian,2025-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.102923455698602,2,6.7,2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0.973563272552924,1,3.8,0,0,0,0,1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.27851223154505e-02,12064
Chih Hsi Kuo,2023-01-01,1,42.1,1,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1.48010867596619,2,7.5,2,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,97,99,9.11925336278248,1,4.3,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1.96164489321552,3583
Chih Hsi Kuo,2024-01-01,1,42.1,1,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,1.62941632616103,1,42.1,1,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1.48010867596619,2,7.5,2,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,97,99,9.11925336278248,4735
Chih Hsi Kuo,2025-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.575380703877964,1,42.1,1,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,1.62941632616103,1,42.1,1,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1.48010867596619,5011
Chih Hsi Scott Kuo,2023-01-01,4,13.3,3,9.7,1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,2.81198243550787,11,39.3,10,34.8,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,82,6.60911622550289,2,9.1,2,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,3.4471677282645,2405
Chih Hsi Scott Kuo,2024-01-01,2,4.3,2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0.944101232400025,4,13.3,3,9.7,1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,2.81198243550787,11,39.3,10,34.8,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,82,6.60911622550289,2743
Chih Hsi Scott Kuo,2025-01-01,2,6.6,2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0.97135017370604,2,4.3,2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0.944101232400025,4,13.3,3,9.7,1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,2.81198243550787,2918
Chih Hsin Yang,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753
Chih Hsin Yang,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817
Chih Hsin Yang,2025-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.44166685867946e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535
Chih Jen Yang,2023-01-01,1,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.327286783903677,5,11.5,3,7.5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0.791723427570426,2,7.4,2,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,2.02931696414795,4548
Chih Jen Yang,2024-01-01,2,4.6,1,0.1,0,0,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0.521509997126679,1,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.327286783903677,5,11.5,3,7.5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0.791723427570426,3865
Chih Jen Yang,2025-01-01,3,2.7,1,0.1,0,0,2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0.736841616305276,2,4.6,1,0.1,0,0,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0.521509997126679,1,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.327286783903677,3228
Chih Liang Wang,2023-01-01,2,7.9,2,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.551089918574923,3,10.3,3,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1.08579743782496,1,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.289419472692462,5504
Chih Liang Wang,2024-01-01,2,100.6,2,100.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,1.69709651872667,2,7.9,2,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.551089918574923,3,10.3,3,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1.08579743782496,6703
Chih Liang Wang,2025-01-01,1,29.5,1,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.938241189498781,2,100.6,2,100.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,1.69709651872667,2,7.9,2,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.551089918574923,7053
Chih Yen Tu,2023-01-01,3,8,2,7.9,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,6,18,1.0808747240631,5,12.5,2,6.3,1,1.6,2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1.0189161417688,2,0.2,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.765482565940959,2405
Chih Yen Tu,2024-01-01,6,11.4,5,8.8,0,0,1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,7,21,1.06804830357411,3,8,2,7.9,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,6,18,1.0808747240631,5,12.5,2,6.3,1,1.6,2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1.0189161417688,2902
Chih Yen Tu,2025-01-01,1,2.3,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.134349166087294,6,11.4,5,8.8,0,0,1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,7,21,1.06804830357411,3,8,2,7.9,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,6,18,1.0808747240631,3060
Chihiro Ando,2023-01-01,3,12.9,2,8.4,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,47,2.88941675234731,4,10,3,7.3,1,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,64,4.96206366818619,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3.11028149655321,3869
Chihiro Ando,2024-01-01,2,10.2,2,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,1.90552741986677,3,12.9,2,8.4,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,47,2.88941675234731,4,10,3,7.3,1,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,64,4.96206366818619,4390
Chihiro Ando,2025-01-01,2,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,1.08240945286104,2,10.2,2,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,1.90552741986677,3,12.9,2,8.4,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,47,2.88941675234731,4648
Chihiro Inoue,2023-01-01,2,4.6,1,0.1,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9.43228015954616e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9,1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.25830565094223,11105
Chihiro Inoue,2024-01-01,2,3.9,2,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0.395275201824592,2,4.6,1,0.1,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9.43228015954616e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12581
Chihiro Inoue,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.9,2,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0.395275201824592,2,4.6,1,0.1,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9.43228015954616e-02,12064
Chihiro Maeda,2023-01-01,3,7.5,2,5.2,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,1.08613957902688,2,2.4,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0.845536755604087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9893
Chihiro Maeda,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.5,2,5.2,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,1.08613957902688,2,2.4,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0.845536755604087,11626
Chihiro Maeda,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.5,2,5.2,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,1.08613957902688,12064
Chihiro Mimura,2023-01-01,2,13.4,2,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,1.79886054498971,1,2.3,0,0,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.71530134500289e-02,1,2.9,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.658697099378097,8735
Chihiro Mimura,2024-01-01,1,2.3,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.171619800292819,2,13.4,2,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,1.79886054498971,1,2.3,0,0,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.71530134500289e-02,10436
Chihiro Mimura,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.171619800292819,2,13.4,2,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,1.79886054498971,10904
Chihiro Taka,2023-01-01,3,5.5,3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,1.60214216418766,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,1.14056041282392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8735
Chihiro Taka,2024-01-01,2,1.7,2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0.772157506566958,3,5.5,3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,1.60214216418766,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,1.14056041282392,10436
Chihiro Taka,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0.772157506566958,3,5.5,3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,1.60214216418766,10904
